filepath,filename,pid,modality,type
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-069-01.jpg,m-069-01.jpg,m-069,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-070-01.jpg,m-070-01.jpg,m-070,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-071-01.jpg,m-071-01.jpg,m-071,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-072-01.jpg,m-072-01.jpg,m-072,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-073-01.jpg,m-073-01.jpg,m-073,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-074-01.jpg,m-074-01.jpg,m-074,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-075-01.jpg,m-075-01.jpg,m-075,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-076-01.jpg,m-076-01.jpg,m-076,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-077-01.jpg,m-077-01.jpg,m-077,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-078-01.jpg,m-078-01.jpg,m-078,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-079-01.jpg,m-079-01.jpg,m-079,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-080-01.jpg,m-080-01.jpg,m-080,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-081-01.jpg,m-081-01.jpg,m-081,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-082-01.jpg,m-082-01.jpg,m-082,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-083-01.jpg,m-083-01.jpg,m-083,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-084-01.jpg,m-084-01.jpg,m-084,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-085-01.jpg,m-085-01.jpg,m-085,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-086-01.jpg,m-086-01.jpg,m-086,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-087-01.jpg,m-087-01.jpg,m-087,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-088-01.jpg,m-088-01.jpg,m-088,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-089-01.jpg,m-089-01.jpg,m-089,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-090-01.jpg,m-090-01.jpg,m-090,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-091-01.jpg,m-091-01.jpg,m-091,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-092-01.jpg,m-092-01.jpg,m-092,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-093-01.jpg,m-093-01.jpg,m-093,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-094-01.jpg,m-094-01.jpg,m-094,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-095-01.jpg,m-095-01.jpg,m-095,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-096-01.jpg,m-096-01.jpg,m-096,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-097-01.jpg,m-097-01.jpg,m-097,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-098-01.jpg,m-098-01.jpg,m-098,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-099-01.jpg,m-099-01.jpg,m-099,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-100-01.jpg,m-100-01.jpg,m-100,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m-101-01.jpg,m-101-01.jpg,m-101,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-001-01.jpg,m1-001-01.jpg,m1-001,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-002-01.jpg,m1-002-01.jpg,m1-002,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-003-01.jpg,m1-003-01.jpg,m1-003,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-004-01.jpg,m1-004-01.jpg,m1-004,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-005-01.jpg,m1-005-01.jpg,m1-005,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-006-01.jpg,m1-006-01.jpg,m1-006,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-007-01.jpg,m1-007-01.jpg,m1-007,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-008-01.jpg,m1-008-01.jpg,m1-008,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-009-01.jpg,m1-009-01.jpg,m1-009,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-010-01.jpg,m1-010-01.jpg,m10,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-011-01.jpg,m1-011-01.jpg,m11,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-012-01.jpg,m1-012-01.jpg,m12,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-013-01.jpg,m1-013-01.jpg,m13,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-014-01.jpg,m1-014-01.jpg,m14,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-015-01.jpg,m1-015-01.jpg,m15,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-016-01.jpg,m1-016-01.jpg,m16,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-017-01.jpg,m1-017-01.jpg,m17,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-018-01.jpg,m1-018-01.jpg,m18,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-019-01.jpg,m1-019-01.jpg,m19,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-020-01.jpg,m1-020-01.jpg,m1-020,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-021-01.jpg,m1-021-01.jpg,m1-021,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-022-01.jpg,m1-022-01.jpg,m1-022,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-023-01.jpg,m1-023-01.jpg,m1-023,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-024-01.jpg,m1-024-01.jpg,m1-024,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-025-01.jpg,m1-025-01.jpg,m1-025,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-026-01.jpg,m1-026-01.jpg,m1-026,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-027-01.jpg,m1-027-01.jpg,m1-027,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-028-01.jpg,m1-028-01.jpg,m1-028,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-029-01.jpg,m1-029-01.jpg,m1-029,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-030-01.jpg,m1-030-01.jpg,m1-030,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-031-01.jpg,m1-031-01.jpg,m1-031,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-032-01.jpg,m1-032-01.jpg,m1-032,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-033-01.jpg,m1-033-01.jpg,m1-033,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-034-01.jpg,m1-034-01.jpg,m1-034,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-035-01.jpg,m1-035-01.jpg,m1-035,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-036-01.jpg,m1-036-01.jpg,m1-036,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-037-01.jpg,m1-037-01.jpg,m1-037,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-038-01.jpg,m1-038-01.jpg,m1-038,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-039-01.jpg,m1-039-01.jpg,m1-039,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-040-01.jpg,m1-040-01.jpg,m1-040,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\m1-041-01.jpg,m1-041-01.jpg,m1-041,PHOTO,GALLERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-005-01-sz1.jpg,F2-005-01-sz1.jpg,F2-005,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-006-01-sz1.jpg,F2-006-01-sz1.jpg,F2-006,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-007-01-sz1.jpg,F2-007-01-sz1.jpg,F2-007,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-008-01-sz1.jpg,F2-008-01-sz1.jpg,F2-008,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-009-01-sz1.jpg,F2-009-01-sz1.jpg,F2-009,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-010-01-sz1.jpg,F2-010-01-sz1.jpg,F20,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-011-01-sz1.jpg,F2-011-01-sz1.jpg,F21,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-012-01-sz1.jpg,F2-012-01-sz1.jpg,F22,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-013-01-sz1.jpg,F2-013-01-sz1.jpg,F23,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-014-01-sz1.jpg,F2-014-01-sz1.jpg,F24,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-015-01-sz1.jpg,F2-015-01-sz1.jpg,F25,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-016-01-sz1.jpg,F2-016-01-sz1.jpg,F26,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-017-01-sz1.jpg,F2-017-01-sz1.jpg,F27,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-018-01-sz1.jpg,F2-018-01-sz1.jpg,F28,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-019-01-sz1.jpg,F2-019-01-sz1.jpg,F29,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-020-01-sz1.jpg,F2-020-01-sz1.jpg,F2-020,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-021-01-sz1.jpg,F2-021-01-sz1.jpg,F2-021,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-022-01-sz1.jpg,F2-022-01-sz1.jpg,F2-022,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-023-01-sz1.jpg,F2-023-01-sz1.jpg,F2-023,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-024-01-sz1.jpg,F2-024-01-sz1.jpg,F2-024,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-025-01-sz1.jpg,F2-025-01-sz1.jpg,F2-025,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-026-01-sz1.jpg,F2-026-01-sz1.jpg,F2-026,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-027-01-sz1.jpg,F2-027-01-sz1.jpg,F2-027,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-028-01-sz1.jpg,F2-028-01-sz1.jpg,F2-028,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-029-01-sz1.jpg,F2-029-01-sz1.jpg,F2-029,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-030-01-sz1.jpg,F2-030-01-sz1.jpg,F2-030,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-031-01-sz1.jpg,F2-031-01-sz1.jpg,F2-031,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-032-01-sz1.jpg,F2-032-01-sz1.jpg,F2-032,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-033-01-sz1.jpg,F2-033-01-sz1.jpg,F2-033,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-034-01-sz1.jpg,F2-034-01-sz1.jpg,F2-034,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-035-01-sz1.jpg,F2-035-01-sz1.jpg,F2-035,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-036-01-sz1.jpg,F2-036-01-sz1.jpg,F2-036,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-037-01-sz1.jpg,F2-037-01-sz1.jpg,F2-037,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\F2-038-01-sz1.jpg,F2-038-01-sz1.jpg,F2-038,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-008-01-sz1.jpg,M2-008-01-sz1.jpg,M2-008,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-009-01-sz1.jpg,M2-009-01-sz1.jpg,M2-009,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-010-01-sz1.jpg,M2-010-01-sz1.jpg,M20,SKETCH,QUERY
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-011-01-sz1.jpg,M2-011-01-sz1.jpg,M21,SKETCH,QUERY
